price_paid,deed_date
186000,2002-12-20
182500,2002-08-07
79995,1995-09-05
235000,2007-04-04
218000,2004-09-29
179995,2002-08-30
121500,2001-04-27
375000,2014-08-06
247000,2005-03-18
118500,1999-10-01
270000,2012-12-13
450000,2016-08-05
141000,1999-12-17
230000,2006-02-10
179995,2001-10-12
105000,1998-03-27
154000,2000-02-25
454000,2016-06-24
430000,2015-10-09
392000,2013-11-18
125000,1998-12-11
90000,1998-12-07
70000,1997-09-11
420000,2015-07-01
192500,2006-10-06
159000,2000-01-24
420000,2020-01-08
390000,2022-03-15
73500,1996-05-31
230000,2008-09-26
119000,2001-02-09
435000,2016-11-14
280000,2015-08-05
129900,2002-10-31
248000,2006-02-15
260000,2012-06-15
250000,2007-01-19
415000,2019-04-12
250000,2007-06-01
190000,2018-04-27
250000,2012-04-16
415000,2018-11-21
211000,2003-01-03
145000,2001-06-07
111000,1999-11-08
135000,2000-12-14
169000,2018-09-26
250000,2012-03-30
214000,2011-03-04
500000,2022-11-04
232000,2007-03-02
397000,2020-11-04
430000,2019-12-06
86500,1997-06-26
240000,2003-12-23
369000,2015-10-01
420000,2019-07-12
235000,2003-01-10
250000,2010-12-22
169000,2002-01-18
92000,1997-09-19
495000,2021-09-03
74500,1996-11-15
133500,2000-03-20
338000,2014-07-02
437000,2016-07-14
243000,2010-10-20
360000,2015-09-18
235000,2005-08-12
189000,2004-06-18
50000,2000-04-26
173000,2008-12-01
250000,2004-12-03
400000,2015-04-23
330000,2014-07-17
220000,2014-05-21
310000,2014-03-17
202000,2005-10-31
250000,2008-05-07
250000,2006-08-21
110000,1999-02-12
300000,2014-12-12
225500,2013-01-29
215000,2004-07-08
455000,2018-04-12
142000,2001-02-01
376000,2019-04-16
235000,2004-08-03
123000,2000-05-30
494000,2017-11-08
250000,2007-03-16
295000,2008-02-20
250000,2007-10-18
285000,2022-05-27
515000,2016-03-18
275000,2015-06-11
357000,2013-04-11
395000,2017-02-10
375000,2016-07-22
234000,2011-11-04
365000,2015-11-13
229500,2005-03-16
232500,2004-01-09
208000,2005-01-10
226000,2013-05-15
150000,2002-11-18
220000,2003-07-01
160000,2002-09-28
250000,2016-09-21
287000,2005-06-30
101000,1998-02-26
153500,2001-04-04
205000,2002-04-03
109000,1998-05-22
235000,2010-09-27
223000,2009-08-27
100000,2004-02-20
545000,2022-08-05
91995,1999-10-04
510000,2020-11-06
168000,2002-04-05
75500,1996-03-26
413500,2019-11-22
227500,2009-07-28
275000,2007-12-20
245000,2005-08-05
105500,1998-07-31
76250,1996-06-03
247000,2005-12-06
140000,2000-06-13
273000,2007-10-19
380000,2006-10-23
249995,2008-06-09
240000,2004-08-31
223000,2006-03-03
185000,2003-11-04
67000,1996-10-31
202000,2003-10-03
410000,2019-03-28
267000,2013-09-30
229000,2004-01-22
465000,2016-08-08
249995,2004-05-19
400000,2021-02-26
59000,1996-11-29
310000,2016-10-13
285000,2016-03-30
239000,2007-02-26
64000,1996-06-28
65000,1995-07-21
435000,2016-07-12
198000,2002-09-06
450000,2020-05-29
390000,2015-12-10
263000,2004-09-01
475000,2021-03-29
465000,2018-07-16
315000,2007-09-04
227500,2006-11-07
188500,2002-10-10
324995,2011-12-08
250000,2005-10-14
220000,2006-11-27
175000,2006-08-22
355000,2015-03-25
250000,2011-10-10
169995,2002-05-22
418000,2021-08-25
395000,2021-06-29
550000,2022-08-17
87000,1996-09-30
445000,2018-02-12
200000,2003-03-28
415000,2018-01-15
212000,2005-05-24
398000,2021-04-08
325000,2016-01-08
400000,2020-08-28
435000,2020-02-07
318000,2014-05-09
265000,2007-11-23
130000,2001-01-26
415000,2017-05-19
211000,2006-08-04
605000,2023-03-10
425000,2016-11-22
109500,1999-02-12
533000,2021-05-13
88000,1998-12-21
250000,2019-02-27
197500,2005-07-22
320000,2016-02-08
426000,2016-10-18
457000,2021-10-29
389000,2018-01-05
76995,1996-11-21
75000,1998-05-29
206000,2008-06-26
217995,2004-12-12
72500,1997-04-25
79000,1997-02-14
142000,2001-09-25
247500,2012-07-27
181000,2005-10-31
250000,2007-12-14
59000,1995-12-28
455000,2022-04-22
295000,2015-04-23
300000,2014-12-18
126000,2000-05-10
82500,1997-09-12
250000,2012-05-28
211500,2005-10-28
105000,1999-03-12
390000,2018-12-14
203000,2005-09-09
380000,2017-07-06
72000,1995-09-22
372500,2019-06-28
84000,1997-09-11
228000,2006-11-17
115000,2000-04-03
306000,2014-12-22
420000,2021-05-10
228000,2008-02-14
440000,2021-03-12
198000,2006-06-06
185000,2003-08-11
68500,1996-02-07
540000,2022-11-18
230000,2009-01-09
426900,2017-01-31
280000,2015-08-11
110000,2003-02-28
108000,1999-06-24
79000,1996-11-22
211000,2003-11-07
96000,2000-03-10
138000,2000-06-27
370000,2014-11-28
335000,2007-10-31
285000,2011-02-10
165000,2001-08-30
495000,2023-02-28
69000,1995-05-31
154000,2002-01-10
246000,2013-03-20
390000,2019-11-13
261000,2013-07-17
178000,2002-02-25
225000,2005-06-02
595000,2021-06-11
425000,2017-01-09
147500,2000-02-03
526011,2021-04-30
485000,2018-06-11
277000,2011-12-09
95000,2000-04-07
292000,2013-03-22
289995,2007-04-20
181000,2002-11-18
275000,2007-07-20
82250,2003-11-28
245000,2009-01-09
105000,1998-06-25
105000,1998-06-25
74000,1995-01-27
495000,2022-09-30
118000,1999-08-05
467500,2020-11-30
126995,1999-10-15
242000,2006-06-27
125500,1999-12-15
250000,2015-04-22
248500,2008-09-05
435000,2017-11-08
249000,2013-09-26
150000,2000-05-26
250000,2013-08-29
444000,2017-09-26
250000,2010-02-12
209500,2004-01-30
502000,2022-03-31
227000,2006-03-17
190000,2002-09-27
84000,1997-01-31
249995,2012-06-06
370000,2015-02-20
305000,2013-06-03
131500,2001-02-16
540000,2022-03-23
141000,2000-01-24
400000,2016-01-07
157000,2002-06-17
295000,2013-11-29
225000,2012-08-21
280000,2014-01-13
89995,1997-07-30
53000,1996-10-25
347000,2015-02-27
249995,2012-07-11
392500,2015-09-01
450000,2020-08-27
245000,2013-02-27
249995,2007-05-14
477000,2023-10-23
126000,2000-10-27
522500,2021-02-12
225500,2004-11-04
210000,2003-12-23
485000,2016-03-18
242000,2003-04-11
89000,1999-11-11
250000,2008-12-09
126500,2000-04-28
66000,1995-09-07
450000,2021-02-26
426500,2021-01-08
540000,2016-02-01
225000,2004-09-08
150000,2001-09-24
83000,1998-04-07
500000,2020-09-24
868000,2019-03-12
106000,1998-08-21
60000,1997-03-27
180000,2002-04-17
170000,2000-03-22
128500,2009-10-07
195000,2002-11-07
94995,1999-11-30
457500,2023-05-10
235000,2006-10-12
219000,2009-12-07
125000,2001-12-20
432000,2021-09-22
103500,2000-06-06
435000,2022-04-14
390000,2017-02-14
226000,2007-04-16
220000,2009-12-15
53000,1999-02-16
130000,2007-07-18
150000,2008-12-15
90000,1999-07-30
117000,2000-06-30
113000,2000-04-11
390000,2015-12-16
246000,2007-04-05
465000,2021-10-29
87500,2000-01-21
165000,2004-05-20
351000,2020-07-23
340000,2020-05-29
249999,2010-12-01
139995,2000-06-16
225000,2004-02-20
212000,2006-07-14
389000,2018-12-10
231000,2013-01-18
174000,2011-12-01
144000,2011-10-18
438000,2021-06-30
250000,2008-05-30
188000,2004-11-26
114995,2000-03-31
85500,1998-05-15
185000,2003-12-12
142000,2003-07-04
195000,2007-04-02
440000,2019-08-15
191000,2003-03-14
485000,2022-07-28
55000,1996-12-03
195000,2009-09-18
200000,2003-05-23
360000,2017-06-09
197500,2004-01-23
137000,2002-01-25
64000,1996-01-31
115000,1999-12-10
207500,2009-06-18
158000,2002-06-02
183000,2003-11-28
88000,1998-10-30
60000,1996-08-29
112000,2001-07-02
93000,1998-08-05
440000,2021-06-16
405000,2017-12-07
202500,2009-06-24
80000,1998-01-16
445000,2018-08-07
249995,2005-02-09
340000,2015-10-23
193500,2005-07-01
185000,2005-01-07
120000,2001-09-21
385000,2016-08-19
133500,2001-08-28
264000,2020-03-12
435000,2018-04-05
138000,2001-10-05
230000,2009-09-08
440000,2020-08-28
335000,2014-08-29
415000,2019-01-19
322500,2015-12-17
212000,2006-10-20
181000,2003-02-03
240000,2008-03-28
155000,2003-03-14
69995,1996-11-06
42500,1996-05-20
250000,2007-11-30
98000,2000-02-15
280000,2007-09-10
365000,2016-07-20
165000,2002-07-12
365000,2018-02-02
310000,2014-05-21
265000,2007-10-22
86500,1999-04-19
270000,2020-03-25
275000,2017-04-03
145000,2012-05-02
84000,2010-11-09
235000,2006-11-03
179000,2004-01-19
67500,1996-05-03
212500,2005-11-25
194000,2003-03-31
385000,2017-04-24
350000,2017-02-20
247000,2007-10-29
195000,2003-02-28
114000,1999-09-28
327000,2014-06-26
250000,2013-12-17
251000,2013-12-05
201000,2008-09-26
405000,2015-11-16
490000,2021-02-12
235000,2011-01-14
166000,2002-04-19
77000,1996-11-22
440000,2021-09-24
190000,2003-08-08
244000,2007-01-12
222500,2005-05-13
175500,2004-09-29
422500,2017-07-14
207500,2005-11-25
445000,2020-10-22
230000,2005-06-30
142000,2001-10-12
108000,1999-11-12
85000,1999-03-11
430000,2018-11-09
454000,2021-09-06
172000,2003-01-10
91000,1999-09-10
247500,2013-05-29
215000,2006-06-30
84500,1998-05-08
240000,2012-12-03
138000,2001-08-30
212000,2006-08-08
192000,2006-01-25
67500,1996-12-18
185000,2012-12-18
244000,2009-03-16
249000,2006-11-10
185000,2006-04-04
181500,2003-05-23
150000,2002-02-14
101000,2001-07-31
382000,2016-03-24
200000,2004-05-13
67000,1996-09-05
77650,1998-04-22
145000,2001-11-12
65000,1995-08-24
143950,2004-10-28
219624,2016-01-08
248000,2007-01-11
98000,1999-11-02
440000,2016-08-31
187000,2003-07-14
94000,2000-03-17
73150,1997-08-29
183000,2002-07-29
84000,1999-02-10
460000,2020-04-16
385000,2015-08-28
186000,2003-09-22
98000,2000-09-15
144000,2001-07-27
91000,1997-07-25
470000,2021-04-08
325000,2004-01-26
155000,2003-08-26
134000,2001-08-17
89000,1998-09-08
192500,2002-12-17
250000,2011-10-10
94995,1999-07-30
135000,2001-11-13
93000,1999-03-08
410000,2016-07-14
250000,2012-12-20
200000,2002-11-21
108000,2000-05-05
191000,2011-01-07
245000,2012-09-27
116500,2001-01-05
98000,1999-10-26
468000,2021-08-24
189000,2004-02-11
124995,2000-03-31
240000,2007-04-04
187500,2002-12-05
250000,2007-10-05
188757,2003-03-28
450000,2017-11-14
361000,2016-10-21
73250,1996-10-18
155000,2006-02-28
70000,1997-02-28
215000,2010-05-14
194284,2009-11-20
218000,2006-01-09
192000,2011-10-21
510000,2020-12-22
225000,2006-10-13
360000,2018-08-10
198750,2006-04-28
138000,2001-10-05
250000,2007-08-24
165000,2003-04-25
432500,2017-11-24
332000,2015-04-02
227000,2005-10-07
84995,1998-03-20
72000,1997-03-21
245000,2007-07-27
420000,2019-10-17
295000,2019-04-26
430000,2017-11-03
81000,1998-05-11
425000,2020-07-21
132000,2002-06-28
114000,2001-04-12
57485,1996-11-27
405000,2018-03-12
275000,2014-11-28
215000,2007-02-14
229500,2006-11-13
460000,2019-01-09
205000,2009-09-16
210000,2005-10-14
450000,2022-02-21
258000,2007-08-31
68000,1995-11-10
475000,2021-01-08
72000,1995-11-21
390000,2020-09-22
450000,2017-06-30
206000,2003-12-18
76000,1997-01-15
248800,2010-11-08
83750,1997-08-01
126000,2001-10-25
285000,2008-02-15
460000,2023-05-10
103000,1999-07-29
55000,1996-01-12
220000,2004-12-03
181500,2003-05-02
130000,2001-08-10
410000,2019-09-11
64650,1995-09-27
200000,2003-08-27
615000,2023-05-26
416000,2021-10-19
400000,2021-08-16
250000,2007-05-09
205000,2006-11-27
437000,2021-01-12
390000,2020-10-16
128000,2000-12-11
85000,1997-11-21
226500,2006-12-15
173000,2002-08-30
89000,1999-08-09
503000,2022-02-03
284995,2013-10-23
208000,2006-03-06
285000,2015-01-16
195000,2003-04-25
170000,2003-01-10
200000,2009-02-16
245000,2011-10-24
74000,1996-11-15
415000,2015-10-30
276000,2015-01-28
243000,2014-11-21
106000,2000-03-24
177000,2003-10-31
86995,1997-08-29
56000,1997-05-21
159995,2002-09-27
134995,2001-11-09
93500,1999-10-27
66500,1997-10-30
60000,1995-05-30
432000,2021-08-17
139995,2002-07-15
68000,1997-09-26
63000,1995-08-04
505000,2023-03-03
93750,1999-10-18
250000,2018-12-19
230000,2010-12-07
64000,1995-05-31
370000,2016-02-26
299995,2006-10-03
125000,2001-03-30
228000,2006-01-30
187500,2003-08-08
250000,2008-04-08
196000,2003-05-30
132750,2000-11-24
67000,1995-04-28
440000,2021-06-18
90000,1999-06-04
210000,2002-09-06
88995,1996-04-19
250000,2007-08-31
250000,2006-08-09
223000,2004-07-26
82500,1996-06-28
115000,2000-01-18
79500,1997-06-30
249995,2009-11-27
99000,1999-04-23
210000,2005-11-04
88995,1998-04-20
210000,2006-03-20
55500,1998-04-14
55000,1995-03-27
80000,1996-10-24
300000,2014-01-24
250000,2007-08-24
186000,2003-04-25
385000,2015-11-06
440000,2020-12-17
355000,2018-04-16
260000,2018-01-26
97000,1998-09-03
230000,2006-11-21
210000,2004-07-16
175000,2007-02-12
108000,1999-05-21
76500,1996-04-17
422500,2021-03-05
219000,2009-12-22
200000,2004-01-30
117000,2000-04-10
79995,1996-06-14
208000,2006-01-25
75000,1996-11-22
79995,1996-09-27
157500,2001-12-20
350000,2018-04-13
405000,2017-01-18
134995,2001-10-05
114000,1999-07-09
80000,1999-02-04
71500,1999-01-12
450000,2021-06-11
340000,2015-07-28
435000,2023-02-02
420000,2022-11-14
493000,2020-07-31
190000,2011-03-14
76000,1997-01-31
143000,2001-12-07
360000,2019-04-12
350000,2018-11-08
212000,2006-01-19
221000,2004-05-07
242500,2006-07-28
303500,2008-06-06
211000,2003-10-01
442500,2018-02-02
248000,2010-09-27
458000,2021-12-06
163000,2001-10-15
116000,1998-09-18
490000,2020-08-14
250000,2007-11-06
220000,2006-11-02
72500,1995-04-13
250000,2011-07-07
269000,2013-09-24
215000,2006-05-05
154000,2002-04-30
93000,1999-03-31
65000,1996-05-22
246500,2006-06-26
76000,1997-02-26
137900,2001-07-31
550000,2023-02-23
226000,2003-03-13
104000,1998-07-02
245000,2006-12-22
143500,2000-10-27
73500,1996-11-22
245000,2004-06-07
140000,2003-07-15
212500,2003-10-28
64250,1995-03-17
405000,2019-07-26
517500,2023-02-03
510000,2018-10-31
374000,2016-09-06
343000,2016-05-31
250000,2010-10-01
245000,2005-05-06
155000,2002-07-31
130000,2000-10-11
265000,2011-11-08
92500,1997-02-28
420000,2021-03-19
245000,2006-02-28
117000,1999-05-19
385000,2014-01-10
215000,2003-09-19
125000,2001-05-31
236500,2006-12-20
345000,2012-06-26
249999,2007-05-29
450000,2020-12-10
85300,1997-02-28
364000,2022-07-07
350000,2022-04-25
385000,2021-06-28
231500,2009-09-18
198000,2005-07-08
84000,1996-06-28
250000,2012-10-29
143000,2000-05-05
282500,2007-05-25
285000,2014-05-09
215500,2006-06-14
76000,1997-05-06
250000,2012-07-02
462000,2021-01-25
400000,2017-09-14
500000,2018-02-23
486000,2016-03-22
360000,2015-04-23
232000,2004-05-07
126500,1998-09-02
430000,2016-11-23
250000,2006-08-10
106000,2000-12-08
250000,2011-10-31
234000,2006-03-17
93000,1998-06-19
425000,2015-12-17
69000,1995-10-02
482000,2023-05-23
276000,2007-07-25
165000,2002-07-19
228000,2003-04-08
57000,1995-04-24
411000,2016-12-20
249500,2005-01-18
190523,2011-10-19
249000,2005-02-09
99000,1997-07-21
470000,2016-10-28
220000,2004-03-12
440000,2018-04-13
250000,2005-05-06
129000,1999-12-23
189000,2001-12-17
191000,2002-07-16
606000,2022-03-30
330000,2007-06-08
136500,2000-01-21
308000,2013-05-24
149500,2001-09-20
460000,2019-11-18
64000,1995-05-17
228000,2004-06-17
77500,1995-11-22
230000,2012-07-11
462500,2023-06-05
180000,2007-05-18
94000,1999-10-28
500000,2020-10-06
231000,2017-06-16
370000,2014-11-17
74000,1996-07-12
250000,2013-03-06
475000,2018-07-05
420000,2016-12-02
135500,2001-04-25
315500,2013-04-18
237500,2009-10-23
243000,2007-01-26
134000,2000-11-03
184000,2002-10-11
74950,1996-05-24
356000,2014-08-15
135000,2000-03-31
65000,1995-08-11
340000,2014-03-13
110000,1999-05-28
485000,2020-12-18
250000,2005-08-08
184995,2002-02-08
520000,2021-09-27
417000,2015-08-06
177500,2002-08-02
433000,2019-03-20
330000,2013-09-12
210000,2006-02-24
310000,2009-01-30
101000,1998-07-24
74000,1996-10-29
139995,2000-12-15
525000,2016-08-19
119995,1998-07-29
250000,2006-08-25
445000,2017-01-27
249995,2014-03-03
182000,2005-02-04
213500,2003-03-25
214000,2006-05-25
114000,1999-08-09
129995,1999-09-16
565000,2021-09-01
184000,2002-04-26
109000,1998-04-09
425000,2015-11-20
84000,1996-02-29
110000,1997-11-21
395000,2019-12-06
281000,2004-06-17
245000,2006-07-25
485000,2021-03-16
172000,2001-09-14
162500,2000-11-17
506000,2022-09-13
235000,2006-03-24
89950,1995-05-12
173151,2017-02-02
170000,2006-11-17
182841,2017-02-02
180000,2006-11-17
135000,1999-01-12
130000,1996-09-24
95000,2000-01-14
51000,1997-03-19
249995,2010-09-13
92000,1999-10-20
238000,2006-09-15
183000,2001-12-12
500000,2023-02-24
208000,2002-11-01
81000,1996-04-12
135000,2001-03-14
415000,2017-10-06
250000,2013-12-13
225000,2006-10-18
465000,2018-12-19
290000,2014-03-28
98000,1998-05-22
164000,2002-02-01
250000,2010-04-06
190000,2002-10-24
247000,2007-03-16
145000,2001-04-24
470000,2018-11-13
92000,2000-02-15
379000,2016-08-04
235000,2010-01-22
225000,2010-03-05
265000,2010-02-26
247500,2004-03-17
310000,2014-08-22
538000,2021-10-28
400000,2017-06-29
265000,2010-09-06
90000,1997-01-10
189995,2004-07-19
240000,2013-08-13
249995,2004-12-17
84000,1995-07-31
235000,2005-11-04
212000,2003-02-20
193500,2002-07-25
99950,1997-07-10
415000,2017-08-23
268000,2007-05-14
250000,2012-12-11
182995,2002-07-31
123000,2001-08-17
151000,2000-07-24
113750,1998-05-29
462500,2020-05-22
300000,2012-03-23
250000,2006-10-09
113000,1999-08-27
227000,2005-02-10
378000,2019-02-18
400000,2021-02-26
305000,2008-03-07
157500,2001-08-01
385000,2016-05-31
137000,2001-02-23
290000,2008-03-27
230000,2005-04-15
270000,2012-06-27
248000,2006-09-29
207000,2003-10-08
280000,2007-07-12
95000,1998-10-26
78500,1995-07-31
441000,2017-07-17
87000,1996-09-18
250000,2006-10-16
193500,2006-04-18
250000,2007-01-26
86000,1995-10-27
80000,1996-09-05
435000,2016-12-13
133500,2000-12-20
250000,2012-11-15
231000,2006-04-13
112000,1999-07-16
113000,2000-01-28
78500,1999-03-23
143000,2001-05-31
345000,2008-03-31
90750,1997-09-18
226500,2017-11-17
230000,2005-05-20
515000,2023-07-19
235000,2005-12-08
145000,2001-05-25
123000,2000-03-24
89000,1997-06-12
65000,1997-05-02
57000,1997-03-14
231000,2009-02-27
285000,2012-08-07
210000,2005-10-13
278000,2002-12-13
189000,2001-11-07
240000,2005-01-13
230000,2009-08-28
495000,2022-06-17
218000,2003-12-01
165000,2006-06-19
110000,1999-08-20
185000,2003-08-04
271000,2010-06-11
247000,2009-10-30
178500,2002-07-26
430000,2020-01-31
168000,2001-09-21
85000,1999-07-30
249000,2007-07-31
150000,2002-05-10
107500,2000-01-31
362000,2017-01-13
440000,2020-10-13
250000,2007-06-07
250000,2004-12-13
190000,2004-03-26
79995,1996-12-12
48500,1996-09-19
77500,1996-08-08
510000,2022-04-29
250000,2010-07-30
264995,2007-03-29
195000,2006-06-05
494900,2020-02-14
365000,2016-12-05
160000,2002-09-04
64500,1995-07-27
203000,2003-11-14
133000,2001-04-20
81000,1999-08-09
62000,1995-04-27
400000,2022-02-25
235000,2004-12-22
206192,2011-04-26
355000,2016-01-27
222000,2004-02-25
58500,1995-06-21
390000,2015-07-10
175000,2004-12-20
201000,2006-08-07
125000,2000-07-31
89950,1999-03-23
235000,2009-11-05
510000,2022-10-14
196000,2003-01-08
172000,2002-05-17
75000,1996-01-12
52000,1995-06-01
121000,1999-09-09
74500,1997-07-29
340000,2010-10-01
250000,2004-08-24
137500,2000-06-23
57500,1995-08-16
160000,2002-06-28
310000,2014-04-11
168000,2001-11-02
415000,2018-05-29
485000,2022-05-16
380000,2016-11-23
127500,2000-11-03
103500,1999-01-08
72995,1996-08-30
250000,2005-07-19
470000,2021-01-08
59995,1996-10-16
168000,2002-03-25
73000,1996-03-01
530000,2023-03-31
138000,2001-08-28
260000,2006-11-24
245000,2003-07-25
199500,2002-03-27
249995,2010-03-12
279995,2012-09-17
475000,2015-12-16
241000,2003-11-03
110000,1997-08-20
173000,2012-11-16
310000,2014-04-15
249995,2008-05-09
123000,1999-10-29
360000,2015-06-12
170000,2002-07-26
340000,2014-01-27
85000,1998-02-27
295000,2006-01-18
240000,2011-02-28
207000,2009-08-06
113000,1999-08-31
444700,2016-07-29
280000,2003-10-31
218000,2005-10-07
275000,2006-02-09
226000,2003-07-25
130000,2000-10-16
430000,2008-02-14
220000,2015-07-28
160000,2015-04-01
76500,1996-01-10
495000,2020-10-26
125000,2000-04-28
405000,2018-04-13
140000,2000-07-28
250000,2008-10-01
525000,2017-03-10
156000,2002-06-21
366000,2014-11-28
450000,2017-11-03
391000,2015-09-11
216000,2004-03-17
95000,1998-09-04
410000,2017-06-05
275000,2007-11-30
77000,1996-11-14
300000,2004-02-04
415000,2016-08-10
193000,2003-10-15
192500,2002-09-13
460000,2021-11-10
275000,2015-02-27
457500,2021-04-29
228000,2010-10-15
165000,2002-09-04
405000,2022-06-09
135000,2001-09-21
94000,2000-10-31
86500,2000-07-10
225000,2007-01-26
181000,2002-11-29
222000,2011-07-04
247500,2010-06-16
196000,2003-02-17
227000,2010-03-26
218000,2007-03-22
80000,1999-06-23
81000,1998-01-30
105000,1997-12-12
282000,2013-06-21
95000,1999-06-28
105000,1999-10-22
450000,2017-09-05
106000,2000-11-15
409000,2017-09-29
125000,1999-12-17
130000,2001-09-03
83000,1997-05-12
242000,2007-08-13
184000,2003-08-15
81500,1998-05-29
181950,2004-04-19
470000,2023-09-01
405000,2020-09-21
205000,2009-07-15
71000,1997-01-24
72000,2002-04-05
95000,2000-02-09
415000,2020-02-10
212500,2006-08-03
300000,2014-07-11
114000,2001-02-02
90000,1997-11-28
245000,2010-06-14
250000,2012-10-26
475000,2022-08-08
235000,2004-04-05
250000,2006-09-04
85000,1997-02-03
425000,2017-07-31
485000,2020-11-04
445000,2019-12-02
122000,2001-01-19
226000,2005-02-25
172000,2004-06-18
109000,2001-03-30
184000,2011-12-22
230000,2010-12-06
207500,2003-01-31
155000,2002-08-29
189000,2004-06-24
265000,2007-04-18
71000,1995-03-21
225000,2006-12-01
139500,2001-12-17
105000,1999-07-23
550000,2022-07-29
535000,2022-11-16
231000,2009-08-07
410000,2017-01-20
305000,2010-07-19
125000,1999-08-23
235000,2004-07-30
175000,2003-12-18
407000,2019-10-21
465000,2020-11-12
71000,1996-09-27
220000,2004-09-17
108500,1998-11-30
181000,2002-05-24
116000,1999-09-29
220000,2003-02-28
208000,2004-04-13
406000,2016-07-01
220000,2006-03-15
123000,2000-02-29
432000,2016-01-29
225000,2005-06-23
413000,2020-06-19
106000,1999-11-30
384500,2015-01-15
91000,1996-07-25
230000,2006-07-07
360000,2015-08-27
220000,2003-05-20
80500,1995-11-10
265000,2010-12-17
325000,2014-05-07
190000,2003-04-23
77000,1995-07-27
490000,2018-02-20
245000,2009-10-09
64500,1996-02-09
206000,2002-12-20
316000,2014-10-02
220000,2003-10-17
128000,2000-11-24
97000,1999-06-25
140000,2000-05-12
113000,1998-07-14
460000,2020-12-18
350000,2016-08-31
230000,2005-01-28
200000,2004-04-02
205000,2011-11-29
171000,2002-12-20
530000,2022-03-15
570000,2022-02-22
575000,2021-12-15
190000,2005-03-18
235000,2006-12-19
152000,2004-03-26
470000,2021-07-27
335000,2019-07-10
390000,2018-09-28
161500,2002-12-06
270000,2013-12-13
79250,1996-11-06
240000,2006-04-03
240000,2004-09-27
90000,1996-06-14
275000,2006-05-30
215000,2002-11-22
238000,2010-03-30
385000,2015-05-08
245000,2014-09-05
245000,2003-12-18
276000,2007-11-01
83000,1997-05-09
215000,2009-10-22
180000,2003-09-12
235000,2007-07-04
205000,2006-08-22
152000,2001-10-19
230000,2008-10-14
249000,2007-12-10
144000,2001-05-29
90000,2000-12-11
164000,2002-07-19
95000,2001-04-09
230000,2007-09-28
180000,2004-03-11
48500,1995-08-21
134000,2002-03-06
385000,2019-07-12
210000,2012-03-02
240000,2007-05-24
215000,2014-08-08
195000,2006-11-23
170000,2004-07-20
116000,2001-08-10
185000,2003-05-02
113000,2001-06-04
342000,2018-03-29
182500,2005-09-23
65000,1997-11-21
160000,2009-10-02
180500,2006-08-21
171000,2006-09-28
202500,2005-12-14
368000,2018-05-18
342000,2018-03-16
185000,2003-06-06
73000,1997-12-08
130000,2001-11-02
113500,2001-02-05
114995,2001-08-31
77000,2000-03-13
205000,2011-08-16
235000,2011-03-18
210000,2010-08-27
139000,2002-05-02
225000,2007-07-12
144995,2002-09-20
194500,2014-02-14
354000,2018-12-14
248000,2018-02-12
412500,2018-05-31
208500,2010-11-01
220000,2008-01-07
169000,2012-03-05
171000,2005-04-08
410000,2022-09-26
325000,2017-07-12
47000,1997-02-07
28000,1996-11-29
179000,2010-03-22
335000,2019-08-16
390000,2021-06-04
137300,2014-11-24
360000,2017-02-13
239500,2014-01-17
470000,2022-09-13
382500,2020-04-03
229500,2007-07-06
120000,2001-06-18
116000,2001-11-30
405000,2021-10-20
190000,2003-12-19
215000,2012-04-11
224000,2011-02-25
250000,2007-09-17
90000,1999-07-19
297500,2015-03-27
174000,2003-01-03
220000,2006-06-19
177000,2003-01-31
154000,2002-07-29
525000,2016-11-04
206000,2011-03-01
250000,2016-10-20
155000,2005-02-18
405000,2021-08-12
220000,2006-07-14
150000,2002-12-18
144000,2002-03-22
53000,1998-05-29
46995,1997-03-07
111000,2001-12-20
315000,2021-02-17
85000,2001-11-28
30000,1996-05-24
284000,2020-09-04
172000,2012-12-13
139000,2002-09-16
148000,2003-01-03
258000,2015-12-10
300000,2015-05-01
176000,2002-11-14
88500,1999-01-08
230000,2007-01-31
205000,2005-12-16
120000,2005-12-16
520000,2021-06-04
282000,2023-01-11
340000,2015-11-20
370000,2018-11-05
328000,2014-06-16
250000,2011-11-25
261000,2005-02-28
240000,2021-08-11
230000,2020-10-29
222500,2005-08-22
440000,2018-04-09
410000,2015-11-27
289995,2007-08-06
172500,2002-02-22
139000,2000-05-26
235000,2006-10-27
144500,2001-11-29
110000,1996-03-20
241500,2005-03-14
71000,1997-06-20
239000,2009-11-11
88500,1997-07-16
230000,2005-02-02
241500,2012-03-23
180000,2000-12-08
96000,1997-05-29
225000,2007-11-30
220000,2005-06-03
430000,2020-02-21
249995,2012-03-08
176000,2002-05-27
105000,2002-09-09
417500,2020-03-30
250000,2010-06-01
390000,2016-05-23
292000,2011-01-12
230000,2009-11-27
88500,1999-09-10
50000,1996-11-15
283000,2014-03-12
230000,2002-11-27
477000,2020-03-09
510000,2020-08-13
250000,2007-03-30
215000,2005-08-12
144995,2001-09-17
76500,1996-11-08
534000,2021-09-16
330000,2014-08-26
508000,2022-08-31
167500,2002-08-22
365000,2018-11-07
360000,2018-09-07
220000,2004-09-02
235000,2007-03-16
400000,2015-09-21
250000,2013-10-25
500000,2022-06-10
200000,2010-06-24
146500,2000-09-13
243000,2006-07-28
560000,2022-11-04
535000,2021-02-01
442000,2019-11-26
370000,2019-10-07
221750,2004-02-06
475000,2016-03-24
310000,2007-12-17
